protein1	protein2
P68400	O15213
P68400	Q9NZR4
P68400	O15541
P68400	P04637
P68400	P60484
P68400	Q13351
P68400	P48426
P68400	O15266
P68400	P12830
P68400	Q92793
P68400	P07900
P68400	Q712K3
P68400	P33527
P68400	P58304
P68400	O15372
P68400	Q13501
P68400	P56270
P68400	P67870
P68400	P19338
P68400	P31749
P68400	Q92997
P68400	Q9H063
P68400	Q6ZUT1
P68400	Q6ZT98
P68400	Q9C0J9
P68400	P0DP23
P68400	P29590
P68400	P55209
P68400	Q12873
P68400	Q8NAV1
P68400	Q9Y6H5
P34932	P13569
P34932	P53041
P34932	P20749
P34932	O43264
P34932	O75832
P34932	Q9UNE7
P34932	O43765
P34932	Q14469
P34932	P28562
P34932	Q9NPJ1
P34932	P25685
P34932	Q9NZL4
P34932	Q8WVB6
P34932	Q8IXB1
P34932	Q9HAV7
P34932	P04637
P34932	P00441
P34932	P00533
P34932	O95429
P34932	O43918
P34932	P78371
P34932	P08235
P34932	Q7Z6Z7
P34932	P35998
P34932	Q8NHS0
P34932	P55036
P34932	Q8N1V2
P34932	P03372
P34932	Q13217
P34932	Q99615
P34932	P36897
P34932	Q96Q15
P34932	P52294
P34932	Q9Y6K9
P34932	Q9Y2Z0
P34932	Q53GS9
P34932	P25686
P34932	P31689
P34932	P00519
P34932	O43156
P34932	O95817
P34932	P31327
P34932	Q99497
P34932	Q6UWZ7
P34932	Q8WW22
P34932	O00141
P34932	Q8WXB1
P34932	P04629
P34932	Q16584
P34932	O14976
P34932	O60260
P34932	Q14103
P34932	P10809
P34932	P07437
P34932	P07900
P34932	Q92598
P34932	P08238
P34932	O75953
P34932	P31948
P34932	P11142
P34932	Q13501
P34932	P02511
P34932	Q9Y265
P34932	P53667
P34932	P52292
P34932	P31749
P34932	O60884
P34932	Q8TAA5
P34932	Q9UL15
P34932	Q96PH1
P34932	Q9H3Z4
P34932	P62834
P34932	Q9UDY4
P34932	O75061
P07900	P13569
P07900	Q9H6T3
P07900	P53041
P07900	P28482
P07900	P50502
P07900	O95433
P07900	Q9UKV8
P07900	O43765
P07900	Q16543
P07900	Q9Y239
P07900	O00401
P07900	P04406
P07900	P63208
P07900	Q14469
P07900	Q49AM3
P07900	P35869
P07900	P27824
P07900	Q8IWD4
P07900	P04049
P07900	O75344
P07900	Q16671
P07900	P11802
P07900	Q13546
P07900	P06576
P07900	Q96EY1
P07900	P19784
P07900	Q09472
P07900	Q9Y243
P07900	Q02153
P07900	P24941
P07900	Q8IWX7
P07900	P04637
P07900	P04626
P07900	Q9NYY3
P07900	P00533
P07900	Q01362
P07900	P33402
P07900	O94826
P07900	Q04912
P07900	P38646
P07900	Q5S007
P07900	Q7Z3Z4
P07900	P78371
P07900	P53350
P07900	P30530
P07900	Q08752
P07900	Q02156
P07900	O14746
P07900	Q16584
P07900	P17066
P07900	Q03181
P07900	O60884
P07900	P08581
P07900	P51571
P07900	Q9UHD1
P07900	P49411
P07900	P11021
P07900	P49841
P07900	Q15831
P07900	P06401
P07900	P07237
P07900	P08047
P07900	Q9UHD2
P07900	Q9UHH9
P07900	Q9UBN7
P07900	Q13356
P07900	O75460
P07900	P08235
P07900	P06493
P07900	Q9NRG4
P07900	O43318
P07900	P12931
P07900	Q05655
P07900	O15530
P07900	P39023
P07900	Q9BXM7
P07900	Q07002
P07900	Q6ZN16
P07900	P03372
P07900	Q9H892
P07900	P37173
P07900	Q99615
P07900	Q8NBS9
P07900	P36897
P07900	P37023
P07900	Q13451
P07900	Q9Y2Z0
P07900	O95718
P07900	Q9H3U1
P07900	Q14653
P07900	Q9BYW2
P07900	P00519
P07900	O94921
P07900	O60674
P07900	P0DMV8
P07900	Q14994
P07900	Q15785
P07900	Q96S53
P07900	O14757
P07900	P06239
P07900	O15111
P07900	Q03933
P07900	P54652
P07900	P41182
P07900	P25705
P07900	Q99683
P07900	Q99653
P07900	P39656
P07900	P30291
P07900	P51617
P07900	P04629
P07900	Q9H9G7
P07900	Q99558
P07900	O95801
P07900	Q8TC59
P07900	P42858
P07900	Q99759
P07900	P10809
P07900	O75449
P07900	P09884
P07900	P08238
P07900	Q96Q40
P07900	Q07869
P07900	P31948
P07900	P11142
P07900	A7E2V4
P07900	Q00526
P07900	Q9H4B4
P07900	Q96AY4
P07900	P34931
P07900	P62910
P07900	Q92731
P07900	P31749
P07900	O14920
P07900	P31751
P07900	P81133
P07900	Q15303
P07900	P60866
P07900	O14727
P07900	P11309
P07900	P10275
P07900	P0DMV9
P07900	P0DP23
P07900	Q14318
P07900	Q9BY41
P07900	Q16665
P07900	Q7L3B6
P07900	P09769
P07900	Q9H7B4
P07900	Q9UIM3
P07900	P47914
P08238	Q9H6T3
P08238	P53041
P08238	P35579
P08238	O95433
P08238	Q16543
P08238	O00401
P08238	P19838
P08238	P04406
P08238	P63208
P08238	Q49AM3
P08238	Q12933
P08238	P04049
P08238	P11802
P08238	P06576
P08238	Q9Y243
P08238	P24941
P08238	Q8IWX7
P08238	P04637
P08238	Q9NYY3
P08238	P00533
P08238	Q5S007
P08238	P78371
P08238	P53350
P08238	Q08752
P08238	Q02156
P08238	Q16584
P08238	P04899
P08238	O60884
P08238	P08581
P08238	P51571
P08238	Q9UHD1
P08238	P27797
P08238	P11021
P08238	P07237
P08238	Q9UHH9
P08238	P07437
P08238	Q6ZN16
P08238	P39023
P08238	P42858
P08238	Q9UJZ1
P08238	P09681
P08238	P31948
P08238	Q99683
P08238	Q03933
P08238	P21333
P08238	P61163
P08238	O75607
P08238	O15111
P08238	Q5JWF2
P08238	O95801
P08238	Q9BXM7
P08238	Q07002
P08238	P03372
P08238	Q9H892
P08238	Q13451
P08238	Q9Y2Z0
P08238	O95718
P08238	O95373
P08238	Q9H3U1
P08238	Q9BYW2
P08238	O94921
P08238	O60674
P08238	P0DMV8
P08238	Q15785
P08238	Q9NYS7
P08238	O14757
P08238	P43034
P08238	P62987
P08238	P54652
P08238	P25705
P08238	P39656
P08238	P35520
P08238	P62913
P08238	P18615
P08238	P10809
P08238	P09884
P08238	Q96Q40
P08238	P60660
P08238	P11142
P08238	A7E2V4
P08238	Q00526
P08238	Q9H4B4
P08238	Q96AY4
P08238	P34931
P08238	P62910
P08238	P31749
P08238	O14920
P08238	P31751
P08238	P10275
P08238	P0DMV9
P08238	Q16665
P08238	Q7L3B6
P08238	Q13464
P08238	Q01432
O43524	Q96EB6
O43524	P62714
O43524	P46527
O43524	Q9Y5Z7
O43524	Q00987
O43524	Q15796
O43524	Q92793
O43524	Q09472
O43524	P62258
O43524	P04637
O43524	Q9BXW9
O43524	P51610
O43524	P84022
O43524	Q9P2R6
O43524	P35222
O43524	Q5TC82
O43524	O00141
O43524	O15111
O43524	P31946
O43524	P00558
O43524	P11309
O43524	Q9HBD1
O43524	P27348
O43524	Q9NTG7
O43524	P63104
O43524	P03372
O43524	Q13451
O43524	P11473
O43524	P67775
O43524	P31749
O43524	O14920
O43524	Q16665
P42345	Q00688
P42345	P25963
P42345	P49815
P42345	P23443
P42345	Q15208
P42345	P10114
P42345	Q12933
P42345	Q9C0E2
P42345	Q15382
P42345	Q9Y4R8
P42345	Q5VZM2
P42345	O14939
P42345	Q09472
P42345	Q9P2K8
P42345	O60934
P42345	Q9BPZ7
P42345	P29590
P42345	Q6IAA8
P42345	Q969H0
P42345	P50406
P42345	Q6R327
P42345	Q96QU8
P42345	P35568
P42345	Q8N122
P42345	Q9UBS0
P42345	O14746
P42345	Q9HAP2
P42345	Q9Y265
P42345	Q9H063
P42345	Q9NP71
P42345	O75385
P42345	P63151
P42345	Q99613
P42345	Q9HBY8
P42345	Q13541
P42345	Q0VGL1
P42345	O15530
P42345	Q13131
P42345	P42224
P42345	Q9NQL2
P42345	Q9BVC4
P42345	Q15418
P42345	P68106
P42345	Q05655
P42345	Q9Y4K3
P42345	Q96BR1
P42345	O00303
P42345	Q9Y2Q5
P42345	Q6YHU6
P42345	Q13542
P42345	P10644
P42345	Q9Y6K9
P42345	Q6MZQ0
P42345	Q96B36
P42345	Q13451
P42345	P62820
P42345	Q9HB90
P42345	P00519
P42345	O43156
P42345	Q9C0C7
P42345	O15111
P42345	Q9Y230
P42345	Q7L523
P42345	O00141
P42345	P27348
P42345	Q9Y4H2
P42345	P63104
P42345	Q15118
P42345	Q8IYT8
P42345	Q96FX7
P42345	P62942
P42345	P51970
P42345	P31749
P42345	Q9UMX0
P42345	O14920
P42345	P06730
P42345	Q6PHR2
P42345	Q14318
P42345	P62834
Q9Y478	Q9UQL6
Q9Y478	Q9UGJ0
Q9Y478	P32239
Q9Y478	O43741
Q9Y478	P54619
Q9Y478	O60888
Q9Y478	Q07820
Q9Y478	Q9BXS5
Q9Y478	Q9UHV9
Q9Y478	P15735
Q9Y478	Q96RG2
Q9Y478	Q9UGI9
Q9Y478	Q13131
Q9Y478	P54646
Q9Y478	Q96SD1
Q9BTY2	P56749
Q13275	O14786
Q13275	O60462
O14786	P35916
O14786	P35968
O14786	Q99985
O14786	Q14563
O14786	P49765
O14786	Q13214
O14786	P17948
O14786	O14908
O14786	P21333
O14786	P11362
O14786	Q9UIW2
O14786	O75051
O60462	Q99985
O60462	P17948
O60462	O95754
O60462	Q13214
P13569	P61981
P13569	P21333
P13569	Q13131
P13569	P55072
P13569	Q9Y6M7
P13569	Q14315
P13569	P30154
P13569	Q96RN1
P13569	P05787
P13569	O14745
P13569	P25788
P13569	P63104
P13569	O75369
P13569	P11142
P13569	Q9P0N8
P13569	P30153
P13569	Q9H3Z4
P13569	Q15599
P61981	Q8WUI4
P61981	P49815
P61981	Q9UQL6
P61981	P63208
P61981	P30305
P61981	Q04917
P61981	P04049
P61981	Q6ICG6
P61981	Q9Y6R0
P61981	Q86T82
P61981	Q02241
P61981	P36405
P61981	Q04759
P61981	P62258
P61981	P56524
P61981	Q04912
P61981	Q5S007
P61981	P30304
P61981	Q9Y2U5
P61981	P07101
P61981	Q05655
P61981	P23528
P61981	P11940
P61981	P27448
P61981	O43379
P61981	Q12778
P61981	P00519
P61981	Q13310
P61981	Q9UQ84
P61981	P49757
P61981	O14757
P61981	Q7KZI7
P61981	P68431
P61981	Q99683
P61981	P63104
P61981	Q05513
P61981	O15151
P61981	Q8NI22
P61981	P33527
P61981	P31946
P61981	Q92993
P61981	Q96RG2
P61981	Q15831
P61981	Q92934
P61981	P46937
P61981	P31947
P61981	Q9UKV0
P61981	Q15532
P61981	P30307
P61981	P25205
P61981	P07359
P21333	P07585
P21333	P16144
P21333	Q15654
P21333	P02749
P21333	P35579
P21333	Q16539
P21333	Q12933
P21333	P08514
P21333	Q96IF1
P21333	P61158
P21333	P26010
P21333	P21860
P21333	Q9UGP4
P21333	Q13153
P21333	Q9P2K2
P21333	P18564
P21333	P61758
P21333	Q16643
P21333	P07148
P21333	P18084
P21333	P30101
P21333	P46108
P21333	Q9UMS6
P21333	Q15942
P21333	P49768
P21333	P07359
P21333	O75962
P21333	Q99759
P21333	P49810
P21333	Q9UHV9
P21333	P13612
P21333	Q96Q27
P21333	P05106
P21333	Q8IWF2
P21333	O75369
P21333	Q8WUP2
P21333	P05556
P21333	P05107
P21333	Q6ZTI6
P21333	Q9NQP4
P21333	Q99717
P21333	A6NIX2
P21333	P10275
P21333	Q99471
P21333	Q96D46
Q13131	Q8N5S9
Q13131	P49815
Q13131	Q9UQL6
Q13131	P08151
Q13131	P04049
Q13131	O43741
Q13131	Q9Y376
Q13131	P49593
Q13131	Q09472
Q13131	P24844
Q13131	Q9UGJ0
Q13131	Q8N122
Q13131	Q8WY54
Q13131	Q96RR4
Q13131	P54619
Q13131	O75385
Q13131	Q15831
Q13131	P35813
Q13131	O60296
Q13131	P32239
Q13131	O43318
Q13131	Q9UIY3
Q13131	O60888
Q13131	Q07820
Q13131	P15735
Q13131	Q9UGI9
Q13131	Q9H3M7
Q13131	Q96SD1
Q13131	P67775
Q13131	Q96RG2
Q13131	P78362
Q13131	P46937
Q13131	Q13085
Q13131	O95278
P55072	P25789
P55072	Q15293
P55072	Q9GZP9
P55072	Q96DZ1
P55072	Q99757
P55072	P25788
P55072	P25963
P55072	O94941
P55072	P25787
P55072	O95140
P55072	Q13148
P55072	P09496
P55072	P54253
P55072	P27824
P55072	Q9BXT4
P55072	Q14674
P55072	O43464
P55072	Q9BUN8
P55072	Q9BVA1
P55072	P62191
P55072	P60900
P55072	Q92890
P55072	Q13618
P55072	Q9UKB1
P55072	Q13936
P55072	Q92575
P55072	O60337
P55072	Q96IV0
P55072	P49792
P55072	O15438
P55072	P61758
P55072	Q8WV99
P55072	Q9UKV5
P55072	Q04323
P55072	Q13190
P55072	Q9H040
P55072	O94888
P55072	P14625
P55072	P04234
P55072	Q9H211
P55072	Q9BZV1
P55072	P30304
P55072	Q14643
P55072	Q9BZE9
P55072	Q96JH7
P55072	P62195
P55072	Q5T9A4
P55072	P68543
P55072	Q96EP0
P55072	Q13438
P55072	O14744
P55072	P27797
P55072	Q9H8Y5
P55072	O14967
P55072	Q13616
P55072	Q5VVQ6
P55072	Q8TAT6
P55072	Q15907
P55072	Q9UBN7
P55072	Q9UBV2
P55072	Q9NUW8
P55072	P07437
P55072	P68371
P55072	O95155
P55072	Q8NHG7
P55072	Q9UK22
P55072	Q8TEX9
P55072	P42858
P55072	Q92905
P55072	P21359
P55072	P31948
P55072	O43852
P55072	Q05655
P55072	Q9H3M9
P55072	Q5TEA6
P55072	P61978
P55072	Q9H492
P55072	Q8NBS9
P55072	Q9Y297
P55072	P46459
P55072	P25786
P55072	P0CG48
P55072	Q96LJ8
P55072	Q9BYW2
P55072	Q9UNZ2
P55072	O60674
P55072	Q9H009
P55072	Q12888
P55072	Q9NVI7
P55072	O00767
P55072	Q8TEB9
P55072	Q969W3
P55072	Q96Q80
P55072	P49721
P55072	P54725
P55072	Q5T124
P55072	P11441
P55072	Q86TM6
P55072	P33527
P55072	Q96S82
P55072	Q14573
P55072	P26045
P55072	Q9Y263
P55072	P11142
P55072	Q9NV58
P55072	Q15011
P55072	P40855
P55072	P67775
P55072	Q9UNN5
P55072	Q14CS0
P55072	P31749
P55072	Q9UMX0
P55072	Q9BQE4
P55072	Q14139
P55072	Q16665
P55072	Q13619
P55072	Q9H867
Q9Y6M7	P98073
Q9Y6M7	P46459
Q9Y6M7	Q6DKI2
Q14315	Q15654
Q14315	Q13829
Q14315	Q13242
Q14315	Q8WUM0
Q14315	Q96IF1
Q14315	P26010
Q14315	Q9UGP4
Q14315	Q12955
Q14315	P18564
Q14315	Q9BYV2
Q14315	O15357
Q14315	Q16531
Q14315	Q9UMS6
Q14315	Q15942
Q14315	P05106
Q14315	Q9NP97
Q14315	Q9UHR5
Q14315	P26641
Q14315	Q86WH2
Q14315	Q8WUP2
Q14315	P05556
Q14315	Q702N8
Q14315	Q14204
Q14315	P05107
Q14315	Q8WWW0
Q14315	A6NIX2
Q14315	Q8WZ19
Q14315	P29692
Q14315	Q14203
P30154	Q16526
P30154	Q8WZ74
P30154	Q15173
P30154	P62714
P30154	Q00325
P30154	Q9NVK5
P30154	Q9C0J9
P30154	Q15172
P30154	Q969Q6
P30154	Q5FBB7
P30154	O43815
P30154	Q06190
P30154	Q9UKB1
P30154	Q9P2B4
P30154	P60510
P30154	Q53EL6
P30154	O75688
P30154	O15516
P30154	Q9UL03
P30154	Q8NC26
P30154	P63151
P30154	Q00005
P30154	Q16537
P30154	Q9Y5P8
P30154	Q5VSL9
P30154	Q9Y6E0
P30154	Q9BXL8
P30154	O75663
P30154	Q9Y228
P30154	Q9BRV8
P30154	Q9NRL3
P30154	O00506
P30154	Q13547
P30154	Q6P9B9
P30154	Q8TF05
P30154	Q13188
P30154	Q8N201
P30154	Q15257
P30154	Q66LE6
P30154	Q8IZJ1
P30154	O43638
P30154	Q9Y2T4
P30154	Q13033
P30154	Q14738
P30154	Q68E01
P30154	P67775
P30154	Q9BUL8
P30154	Q13362
P30154	P30153
P30154	Q9Y3A3
P30154	Q9NUC0
P05787	P28482
P05787	Q16539
P05787	P27361
O14745	P09619
O14745	P41145
O14745	P07550
O14745	P60484
O14745	P19022
O14745	Q9ULV1
O14745	P40879
O14745	P17252
O14745	P15311
O14745	P31749
O14745	P54762
O14745	P26038
O14745	Q9UL62
O14745	P35240
O14745	Q9BXS9
O14745	Q9UBN4
P25788	P25789
P25788	P43686
P25788	Q16401
P25788	P48556
P25788	P28065
P25788	P62195
P25788	P35998
P25788	O00231
P25788	Q06323
P25788	P55036
P25788	P28070
P25788	Q5RKV6
P25788	A5LHX3
P25788	P60900
P25788	P20618
P25788	P62861
P25788	P35544
P25788	P54578
P25788	Q15008
P25788	Q9UKV5
P25788	P25786
P25788	P0CG48
P25788	Q99436
P25788	Q14997
P25788	Q9Y244
P25788	Q9P2G9
P25788	P62333
P25788	P62987
P25788	Q8TAA3
P25788	O15205
P25788	Q9Y3I1
P25788	P25787
P25788	P49721
P25788	Q99460
P25788	P49720
P25788	P11441
P25788	Q9Y5K5
P25788	P46736
P25788	P28072
P25788	P17980
P25788	P18615
P25788	Q86XD8
P25788	P0CG47
P25788	O43242
P25788	Q9UL46
P25788	O00232
P25788	P40306
P25788	Q9UNM6
P25788	Q86TM6
P25788	P28066
P25788	P51665
P25788	Q969U7
P25788	P62979
P25788	O00487
P25788	P28062
P25788	O14818
P25788	Q9UBT2
P25788	Q9NQT4
P25788	Q15646
P25788	Q0PNE2
P25788	Q8N7F7
P25788	P62191
P25788	Q15843
P25788	P48634
P25788	Q16186
P25788	Q13200
P25788	O43592
P25788	P43354
P25788	Q5VVJ2
P25788	P28074
P63104	Q13094
P63104	Q8WUI4
P63104	P49815
P63104	Q9UQL6
P63104	P30305
P63104	Q04917
P63104	P17752
P63104	Q16613
P63104	P04049
P63104	Q6ICG6
P63104	Q9Y6R0
P63104	Q00987
P63104	Q02241
P63104	P36405
P63104	Q04759
P63104	P62258
P63104	P56524
P63104	Q13797
P63104	O75030
P63104	P41743
P63104	Q04912
P63104	Q6R327
P63104	Q92574
P63104	Q5S007
P63104	P30304
P63104	P35568
P63104	Q02156
P63104	Q9BWT1
P63104	P17612
P63104	Q13671
P63104	Q8WYL5
P63104	P30307
P63104	P49841
P63104	Q15831
P63104	O00506
P63104	P62136
P63104	P85037
P63104	P24723
P63104	P07359
P63104	Q9UBN7
P63104	P53667
P63104	P31947
P63104	P36873
P63104	P35222
P63104	Q96RG2
P63104	Q99683
P63104	Q12802
P63104	Q9UQ84
P63104	O15151
P63104	Q8NHY2
P63104	P62834
P63104	Q9H2G2
P63104	O95685
P63104	P00519
P63104	P31946
P63104	P00558
P63104	P98177
P63104	Q8TEW0
P63104	P36897
P63104	Q9Y2K2
P63104	P61587
P63104	P68431
P63104	Q05513
P63104	Q12778
P63104	P07101
P63104	P05783
P63104	Q13501
P63104	P20941
P63104	P58340
P63104	Q92934
P63104	Q05655
P63104	P49761
P63104	Q9Y2U5
P63104	Q07352
P63104	P13612
P63104	O75582
P63104	P23528
P63104	P27448
P63104	P40197
P63104	P13224
P63104	Q9GZV5
P63104	P49757
P63104	Q8IVT5
P63104	O14974
P63104	O14757
P63104	Q7KZI7
P63104	P08670
P63104	P21802
P63104	P46937
P63104	P31749
P63104	Q9UKV0
O75369	Q15654
O75369	Q13148
O75369	Q96IF1
O75369	Q92890
O75369	Q96C86
O75369	P26010
O75369	Q9UGP4
O75369	P18564
O75369	P61758
O75369	Q9UBY9
O75369	P80723
O75369	Q15942
O75369	P49768
O75369	P07359
O75369	Q13541
O75369	Q14141
O75369	Q9UKX7
O75369	P49810
O75369	Q15404
O75369	Q09666
O75369	P55735
O75369	P05556
O75369	P05107
O75369	Q8WUP2
O75369	P05106
O75369	A6NIX2
P11142	Q9UNE7
P11142	Q15428
P11142	O43765
P11142	P24385
P11142	P04406
P11142	Q9NPJ1
P11142	P04792
P11142	P22460
P11142	P25685
P11142	P22670
P11142	Q9NZL4
P11142	P11802
P11142	O75165
P11142	P20700
P11142	O75190
P11142	Q96EY1
P11142	Q9UII4
P11142	Q9HAV7
P11142	Q9HB07
P11142	P04637
P11142	Q53FT3
P11142	O95429
P11142	P14598
P11142	P49368
P11142	O95757
P11142	O14776
P11142	Q5S007
P11142	P30101
P11142	P00709
P11142	Q08752
P11142	Q8N163
P11142	P11940
P11142	P78527
P11142	O60884
P11142	O14976
P11142	Q9BZQ6
P11142	Q92598
P11142	P62136
P11142	P25686
P11142	P07437
P11142	Q9UHD9
P11142	P42858
P11142	P14324
P11142	P31948
P11142	Q9NR96
P11142	O60260
P11142	Q8NCW5
P11142	O95817
P11142	O75934
P11142	P61163
P11142	O95816
P11142	Q9UDY4
P11142	O75061
P11142	Q5JWF2
P11142	O95801
P11142	O00206
P11142	Q96KC8
P11142	Q9Y2Z0
P11142	Q99543
P11142	O95373
P11142	P31689
P11142	P51991
P11142	P54652
P11142	Q8WW22
P11142	P43034
P11142	P05423
P11142	Q8N131
P11142	P35520
P11142	P31327
P11142	Q8TBM8
P11142	P03372
P11142	Q99615
P11142	P13473
P11142	P11308
P11142	Q9UBS4
P11142	Q9BXP5
P11142	Q13217
P11142	O60237
P11142	P05388
P11142	Q9P013
P11142	E9PAV3
P11142	Q16665
Q9P0N8	O43752
P30153	P53041
P30153	Q8WZ74
P30153	Q15173
P30153	O95255
P30153	Q9NS69
P30153	Q9UNE7
P30153	P60228
P30153	P62714
P30153	P11678
P30153	P56703
P30153	P51797
P30153	Q5UIP0
P30153	O43933
P30153	O94808
P30153	P53396
P30153	Q13136
P30153	O14503
P30153	Q15172
P30153	Q969Q6
P30153	Q6FIF0
P30153	O15169
P30153	Q16204
P30153	Q9NZN4
P30153	Q5FBB7
P30153	O43815
P30153	P56524
P30153	Q06190
P30153	P04637
P30153	Q9P2B4
P30153	Q53GQ0
P30153	P60510
P30153	O75688
P30153	Q14BN4
P30153	Q9Y534
P30153	Q9UL03
P30153	Q5T9A4
P30153	O15344
P30153	Q9Y3A3
P30153	Q86SK9
P30153	Q68E01
P30153	Q96MW1
P30153	Q8NC26
P30153	Q8N461
P30153	P63151
P30153	Q00005
P30153	Q16537
P30153	Q9Y5P8
P30153	Q5VSL9
P30153	Q9UM00
P30153	Q8NDG6
P30153	Q9Y6E0
P30153	P11487
P30153	Q9BXL8
P30153	P03372
P30153	O75475
P30153	O75663
P30153	Q9Y228
P30153	Q96HW7
P30153	O75145
P30153	Q5VY09
P30153	Q12834
P30153	O75334
P30153	O60237
P30153	Q9BRV8
P30153	Q9NRL3
P30153	Q9NV88
P30153	O00506
P30153	Q6P9B9
P30153	Q9Y697
P30153	Q96P70
P30153	P38159
P30153	Q13188
P30153	Q8N201
P30153	O00767
P30153	P53675
P30153	Q9H0H0
P30153	Q15257
P30153	P11498
P30153	Q66LE6
P30153	P26232
P30153	Q9Y2T4
P30153	Q9P289
P30153	P10809
P30153	Q86W42
P30153	Q13033
P30153	Q14738
P30153	P67775
P30153	P02458
P30153	Q9BUL8
P30153	Q96E09
P30153	Q9BY11
P30153	Q13362
P30153	Q9Y570
P30153	Q9NUC0
P30153	P51959
P30153	Q9UHV2
P30153	Q96CB8
P30153	O75044
P30153	Q86XP1
P30153	Q5TA45
P30153	P62834
Q9H3Z4	P43088
Q15599	O43707
Q15599	P61081
Q15599	P09619
Q15599	Q9NVA2
Q15599	Q6NT16
Q15599	P17612
Q15599	P49821
Q15599	P35240
Q15599	P40879
Q15599	O00308
Q15599	P26038
Q15599	P15311
Q15599	P60484
Q15599	Q8WWM7
Q15599	Q9BXS9
Q15599	A8MXV4
Q15599	Q16762
Q15599	P50995
Q15599	P17252
Q15599	Q9HBW0
Q15599	Q6ZVD8
Q15599	O96008
Q15599	P46937
Q15599	P61916
Q15599	Q3MHD2
Q99720	Q9UKR5
Q99720	Q15800
Q99720	Q14534
Q99720	O76062
Q99720	Q14739
Q99720	Q15738
Q15800	P56937
Q15800	O00303
Q15800	O75845
Q15800	Q14152
Q15800	P48449
Q15800	P37268
Q15800	Q14534
Q15800	Q15738
Q9UMS4	O60306
Q9UMS4	Q9H6S0
Q9UMS4	Q9BRR8
Q9UMS4	Q6AI08
Q9UMS4	Q9NW64
Q9UMS4	Q15459
Q9UMS4	P62318
Q9UMS4	Q7RTV0
Q9UMS4	P10244
Q9UMS4	Q9BQ65
Q9UMS4	Q9UNE7
Q9UMS4	Q15428
Q9UMS4	Q9H6R0
Q9UMS4	P17844
Q9UMS4	Q9NY12
Q9UMS4	Q14331
Q9UMS4	Q9BWJ5
Q9UMS4	Q04323
Q9UMS4	O95232
Q9UMS4	Q96DF8
Q9UMS4	Q12874
Q9UMS4	Q01081
Q9UMS4	Q9GZZ1
Q9UMS4	P09012
Q9UMS4	Q9BRD0
Q9UMS4	O14776
Q9UMS4	Q14147
Q9UMS4	Q9UNP9
Q9UMS4	O43395
Q9UMS4	Q9Y3B4
Q9UMS4	Q09161
Q9UMS4	Q14554
Q9UMS4	Q6P2Q9
Q9UMS4	Q15427
Q9UMS4	P52756
Q9UMS4	Q92733
Q9UMS4	Q8N3C0
Q9UMS4	Q9UKJ3
Q9UMS4	O95391
Q9UMS4	Q15393
Q9UMS4	Q96QE2
Q9UMS4	Q13435
Q9UMS4	O15541
Q9UMS4	Q9HCG8
Q9UMS4	Q96A72
Q9UMS4	Q86UA1
Q9UMS4	P10242
Q9UMS4	Q14562
Q9UMS4	Q9Y2U8
Q9UMS4	Q86U06
Q9UMS4	P28070
Q9UMS4	Q9H875
Q9UMS4	P26368
Q9UMS4	Q9NXE8
Q9UMS4	P22680
Q9UMS4	P49756
Q9UMS4	Q9NYL5
Q9UMS4	P37108
Q9UMS4	O43172
Q9UMS4	Q9Y3C6
Q9UMS4	O95926
Q9UMS4	Q9NW82
Q9UMS4	O75533
Q9UMS4	Q92620
Q9UMS4	P55081
Q9UMS4	P63162
Q9UMS4	P62316
Q9UMS4	Q9UNU6
Q9UMS4	P62304
Q9UMS4	Q9Y383
Q9UMS4	Q15637
Q9UMS4	Q14498
Q9UMS4	O75881
Q9UMS4	O60231
Q9UMS4	Q9UBB9
Q9UMS4	Q9BRA0
Q9UMS4	P49459
Q9UMS4	P09651
Q9UMS4	O15234
Q9UMS4	P10243
Q9UMS4	Q9Y222
Q9UMS4	A2PYH4
Q9UMS4	Q149M9
Q9UMS4	O94906
Q9UMS4	Q9UPE1
Q9UMS4	Q96NB3
Q9UMS4	Q69YN2
Q9UMS4	P14678
Q9UMS4	Q9P013
Q9UMS4	Q96LT9
Q9UMS4	P78362
Q9UMS4	Q53GS9
Q9UMS4	Q7Z4L9
Q9UMS4	O75934
Q9UMS4	Q15029
Q9UMS4	Q9GZR1
Q9UMS4	Q8IZP6
Q9UMS4	O60508
Q9UMS4	O43660
Q9UMS4	Q16647
Q9UMS4	Q5VWI1
Q9UMS4	P09661
Q9UMS4	Q9H8E8
Q9UMS4	Q9ULR0
Q9UMS4	O75643
Q9UMS4	Q9BU76
Q9UMS4	Q8TE96
Q9UMS4	Q969L4
Q9UMS4	Q9H7X0
Q9UMS4	P62308
Q9UMS4	Q9H2I8
Q9UMS4	P04792
Q9UMS4	P13994
Q9UMS4	Q8TAD8
Q9UMS4	P13639
Q9UMS4	Q96RP9
Q9UMS4	Q7L7V1
Q9UMS4	P98175
Q9UMS4	Q9Y5S9
Q9UMS4	O43290
Q9UMS4	Q96SB4
Q9UMS4	P62306
Q9UMS4	Q86XP3
Q9UMS4	Q9Y388
Q9UMS4	P62314
Q9UMS4	Q2TBE0
Q9UMS4	P08621
Q9UMS4	Q9BRX9
Q9UMS4	Q7Z2Z2
Q9UMS4	Q9HCS7
Q9UMS4	Q96DI7
Q9UMS4	Q9NWV4
Q9UMS4	Q99943
Q9UMS4	Q9NQ29
Q9UMS4	Q6UX04
Q9UMS4	Q9H5Z1
Q9UMS4	Q9BZJ0
